,"DETAILED TABLE 2.6b: Selected items, by taxable status, state/territory1 and postcode, 2010-11 income year2",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,Non-taxable individuals,,,,,,,,Taxable individuals,,,,,,,,All individuals,,,,,,,
2,Postcode,State/Territory1,Individuals,Net rent,,Total Income or Loss,,Taxable income or loss,,Net tax,Individuals,Net rent,,Total Income or Loss,,Taxable income or loss,,Net tax,Individuals,Net rent,,Total Income or Loss,,Taxable income or loss,,Net tax
3,,,no.,no.,$,no.,$,no.,$,$,no.,no.,$,no.,$,no.,$,$,no.,no.,$,no.,$,no.,$,$
155,2145,NSW,9460,895,-1664002,8815,95841631,8490,92931787,0,30865,4795,-23547240,30865,1839389299,30865,1761537852,351878302,40325,5690,-25211242,39680,1935230930,39355,1854469639,351878302
156,2146,NSW,2230,175,-485423,2115,24022685,2060,23132728,0,7260,995,-4861878,7260,419366116,7260,402322598,78340066,9490,1170,-5347301,9380,443388801,9320,425455326,78340066
157,2147,NSW,4430,385,-1171645,4155,45922784,4010,44503390,0,14950,2185,-12793250,14950,880226515,14950,843511444,165412868,19380,2570,-13964895,19105,926149299,18960,888014834,165412868
158,2148,NSW,7710,565,-1701997,7040,78210490,6825,76291863,0,24685,3055,-15504254,24685,1330263870,24685,1274771906,232725080,32400,3620,-17206251,31725,1408474360,31515,1351063769,232725080
159,2150,NSW,3975,280,-803790,3775,40115595,3640,38836243,0,12690,1265,-6217265,12690,675227507,12690,649932573,119079265,16665,1545,-7021055,16465,715343102,16335,688768816,119079265
160,2151,NSW,2765,310,-681490,2615,28694064,2470,27703175,0,8520,1520,-7708216,8520,555204448,8520,531055826,114135163,11280,1830,-8389706,11135,583898512,10990,558759001,114135163
161,2152,NSW,1370,150,-208520,1320,15699035,1275,15036983,0,4510,700,-4653553,4510,300199552,4510,282545233,60266932,5875,845,-4862073,5825,315898587,5785,297582216,60266932
162,2153,NSW,7855,1030,-4229851,7635,79411402,7165,77562927,0,25050,5515,-32061655,25050,1778507206,25050,1699276247,387189871,32905,6545,-36291506,32685,1857918608,32215,1776839174,387189871
163,2154,NSW,5930,750,-3735482,5790,62434569,5435,60366339,0,17885,4075,-27706320,17885,1445491936,17885,1377654200,342898442,23815,4830,-31441802,23675,1507926505,23320,1438020539,342898442
164,2155,NSW,4880,620,-3465201,4700,46991694,4395,44840813,0,20445,4050,-33355946,20445,1489202534,20445,1418168810,327593971,25325,4670,-36821147,25150,1536194228,24840,1463009623,327593971
165,2156,NSW,2035,285,-921180,2000,29138775,1880,20536071,0,6085,1540,-7685301,6085,576737600,6085,544816939,150455178,8115,1825,-8606481,8080,605876375,7965,565353010,150455178
166,2157,NSW,610,100,-153748,595,5960930,550,5947509,0,1615,325,120444,1615,114023553,1615,108636434,25012261,2225,430,-33304,2210,119984483,2165,114583943,25012261
167,2158,NSW,1415,210,-1394585,1370,14694374,1260,14300759,0,4065,1005,-5476451,4065,419475946,4065,399642887,118135214,5475,1220,-6871036,5435,434170320,5325,413943646,118135214
168,2159,NSW,865,125,-118214,845,9425994,785,8658367,0,2335,510,-1275267,2335,194163888,2335,183380328,47227802,3200,635,-1393481,3180,203589882,3125,192038695,47227802
169,2160,NSW,4815,445,-700287,4230,47693842,4080,46899156,0,12035,1940,-5280787,12035,639441918,12035,610699223,110988921,16850,2385,-5981074,16265,687135760,16115,657598379,110988921
170,2161,NSW,3975,275,-365571,3310,38048851,3225,36637954,0,8970,1255,-4872600,8970,459741889,8970,438347685,76210452,12945,1530,-5238171,12280,497790740,12195,474985639,76210452
171,2162,NSW,2460,185,-183229,2075,24257423,2015,23807277,0,5700,880,-3053896,5700,306481179,5700,293995910,54309479,8160,1070,-3237125,7775,330738602,7715,317803187,54309479
172,2163,NSW,1190,55,-367444,945,11548071,920,11336920,0,2490,290,-1296264,2490,121280335,2490,116243246,19408909,3685,340,-1663708,3440,132828406,3410,127580166,19408909
173,2164,NSW,2510,270,-575729,2195,25686348,2100,24802054,0,7470,1350,-2021180,7470,408086123,7470,389298126,72558132,9980,1620,-2596909,9665,433772471,9570,414100180,72558132
174,2165,NSW,5445,400,154458,4245,51676955,4115,50245339,0,11915,1800,-5926199,11915,592588809,11915,566595596,96145956,17360,2200,-5771741,16160,644265764,16030,616840935,96145956
175,2166,NSW,7585,560,-815207,6410,78625615,6240,77398467,0,15575,2365,-4813177,15575,767388967,15575,736150375,125028526,23165,2925,-5628384,21990,846014582,21815,813548842,125028526
176,2167,NSW,915,60,-261082,830,9469328,805,9306953,0,3450,510,-2909554,3450,196276383,3450,187933164,35899980,4360,570,-3170636,4280,205745711,4250,197240117,35899980
177,2168,NSW,5160,260,-1168054,4125,47972787,4000,47092725,0,14060,1855,-10953570,14060,716596609,14060,682845998,117795426,19220,2115,-12121624,18180,764569396,18060,729938723,117795426
178,2170,NSW,11370,1005,-2173179,9810,112041147,9465,109611549,0,35725,5360,-22446289,35725,1994864999,35725,1898001577,356753075,47090,6365,-24619468,45535,2106906146,45185,2007613126,356753075
179,2171,NSW,3325,475,-1160977,3055,33687137,2875,32406550,0,13005,2645,-13056187,13005,768457217,13005,730324582,144459482,16335,3120,-14217164,16060,802144354,15880,762731132,144459482
180,2172,NSW,230,35,-47721,220,2012639,210,2018034,0,885,240,-1535348,885,64761658,885,61637784,14363162,1115,280,-1583069,1105,66774297,1090,63655818,14363162
181,2173,NSW,1360,190,-1885085,1280,11291021,1195,11657737,0,6745,1220,-8982385,6745,428969389,6745,408161803,84091296,8105,1410,-10867470,8020,440260410,7940,419819540,84091296
182,2174,NSW,65,10,27639,60,639471,55,651176,0,220,40,143881,220,14153410,220,13313762,2874336,280,55,171520,275,14792881,270,13964938,2874336
183,2175,NSW,210,35,25504,200,2202703,190,2311669,0,705,205,818569,705,44010610,705,41374685,8507794,920,240,844073,905,46213313,900,43686354,8507794
184,2176,NSW,6405,720,-1717954,5575,63069611,5315,60943539,0,18710,3980,-13250238,18710,1037564637,18710,988218199,185721446,25120,4700,-14968192,24290,1100634248,24025,1049161738,185721446
185,2177,NSW,2040,170,-284428,1705,19993642,1645,19537429,0,5550,1080,-5311286,5550,288045104,5550,274579766,48532486,7590,1250,-5595714,7255,308038746,7195,294117195,48532486
186,2178,NSW,380,65,101700,360,4226309,350,3966245,0,1315,335,299566,1315,82502933,1315,78497133,16843904,1695,400,401266,1675,86729242,1660,82463378,16843904
187,2179,NSW,600,85,-142007,550,6190362,515,6324296,0,1615,370,116436,1615,95979320,1615,91323110,18664347,2215,455,-25571,2165,102169682,2125,97647406,18664347
188,2190,NSW,3520,280,-225586,2875,33315069,2770,32532067,0,7330,1195,-2964498,7330,385661343,7330,367273449,66878280,10850,1475,-3190084,10205,418976412,10100,399805516,66878280
189,2191,NSW,775,85,-254865,715,7932878,680,7624775,0,2210,470,-1091948,2210,126179196,2210,120573761,23487429,2985,555,-1346813,2925,134112074,2885,128198536,23487429
190,2192,NSW,1800,185,1908,1625,19490257,1565,19058887,0,4680,740,-872076,4680,239399828,4680,228936585,40099606,6480,925,-870168,6305,258890085,6245,247995472,40099606
191,2193,NSW,1865,225,-331077,1785,21560097,1725,20444514,0,6185,1185,-1721060,6185,389379124,6185,372299147,78366621,8050,1410,-2052137,7975,410939221,7910,392743661,78366621
192,2194,NSW,3755,315,-746538,3520,39908331,3405,39447276,0,8180,1110,-2806574,8180,392436529,8180,377052411,63110464,11935,1420,-3553112,11700,432344860,11585,416499687,63110464
193,2195,NSW,3975,175,-151644,3380,39055942,3320,38433703,0,7915,705,-958759,7915,363185093,7915,347491685,54293858,11890,880,-1110403,11295,402241035,11235,385925388,54293858
194,2196,NSW,4670,375,-659815,3965,45254383,3835,45083695,0,10075,1690,-4709448,10075,534572338,10075,510265699,94947151,14740,2070,-5369263,14040,579826721,13905,555349394,94947151
195,2197,NSW,1170,90,-18573,985,10923771,945,11026423,0,2805,470,-1086558,2805,155218892,2805,148058641,28077309,3975,560,-1105131,3790,166142663,3755,159085064,28077309
196,2198,NSW,1275,150,-291145,1180,12905714,1135,12770576,0,3410,705,-3034987,3410,198815591,3410,189380193,37122145,4685,850,-3326132,4590,211721305,4550,202150769,37122145
197,2199,NSW,2290,195,-194373,1950,22114497,1885,21830531,0,5450,900,-3070228,5450,288959534,5450,276241318,50024190,7745,1095,-3264601,7400,311074031,7340,298071849,50024190
198,2200,NSW,5975,475,-775875,5090,60610660,4930,59049185,0,13355,2065,-5293977,13355,693338600,13355,661497646,118179420,19330,2540,-6069852,18445,753949260,18285,720546831,118179420
199,2203,NSW,1505,160,-31442,1425,16812884,1375,16103772,0,6655,965,-2545301,6655,448367119,6655,428705806,94017083,8165,1125,-2576743,8085,465180003,8030,444809578,94017083
200,2204,NSW,3045,345,-169408,2865,32617261,2755,31638647,0,11175,1665,-2688277,11175,701694421,11175,671875463,142078678,14220,2010,-2857685,14040,734311682,13925,703514110,142078678
201,2205,NSW,1930,200,-200092,1695,19059272,1615,18388020,0,5695,990,-2879638,5695,335760817,5695,321125262,64276840,7625,1195,-3079730,7390,354820089,7315,339513282,64276840
202,2206,NSW,2450,420,39343,2345,28033617,2205,26340936,0,8025,2055,441953,8025,529543012,8025,504480216,110185300,10475,2475,481296,10370,557576629,10230,530821152,110185300
203,2207,NSW,3855,450,375350,3555,40434342,3400,38976766,0,11240,2365,-2109674,11240,689097299,11240,658003838,135143072,15095,2815,-1734324,14795,729531641,14645,696980604,135143072
204,2208,NSW,1790,240,111882,1680,18906845,1605,18492790,0,5035,1275,-15806,5035,305287684,5035,291491189,59629058,6830,1520,96076,6720,324194529,6645,309983979,59629058
205,2209,NSW,2480,270,-527531,2350,26079815,2265,25080630,0,6185,1245,-3085531,6185,361575110,6185,346216286,68488933,8665,1515,-3613062,8535,387654925,8450,371296916,68488933
206,2210,NSW,4335,435,-1318665,4090,46806331,3945,44488400,0,11330,2230,-5972427,11330,723206598,11330,690913186,147233641,15665,2665,-7291092,15420,770012929,15275,735401586,147233641
207,2211,NSW,2295,240,-573305,2160,24282074,2060,23326054,0,7025,1320,-4144750,7025,420465046,7025,402279670,80929106,9320,1560,-4718055,9185,444747120,9085,425605724,80929106
208,2212,NSW,1925,155,-212861,1760,19128687,1695,18995065,0,5925,980,-4877904,5925,347537969,5925,333317782,65941379,7850,1135,-5090765,7690,366666656,7620,352312847,65941379
209,2213,NSW,2610,235,-480935,2450,26474455,2365,25841839,0,9000,1575,-7113170,9000,573306049,9000,548296892,115154355,11610,1810,-7594105,11450,599780504,11365,574138731,115154355
210,2214,NSW,580,65,-32452,560,6192021,545,5998615,0,1940,345,-1886431,1940,120502531,1940,115153195,23537756,2520,410,-1918883,2500,126694552,2485,121151810,23537756
211,2216,NSW,4055,455,-422863,3850,42461109,3675,42660335,0,12255,2000,-3660638,12255,686522834,12255,654259124,125937134,16310,2455,-4083501,16105,728983943,15930,696919459,125937134
212,2217,NSW,3605,410,-526421,3475,39518771,3320,37994494,0,11690,2195,-3242663,11690,715932390,11690,683153825,141150800,15295,2605,-3769084,15165,755451161,15005,721148319,141150800
213,2218,NSW,2290,270,-551205,2160,23411929,2080,22744293,0,6890,1185,-3150902,6890,400087749,6890,382393708,74839437,9180,1450,-3702107,9055,423499678,8970,405138001,74839437
214,2219,NSW,1740,295,-345208,1690,20775332,1570,19442970,0,5475,1340,-2753121,5475,407814074,5475,386578097,92152939,7215,1635,-3098329,7165,428589406,7050,406021067,92152939
215,2220,NSW,5255,525,-1372557,4970,51686376,4725,49992064,0,12055,2395,-6750071,12055,693964654,12055,664840300,132964771,17310,2920,-8122628,17025,745651030,16780,714832364,132964771
216,2221,NSW,2500,375,-769171,2410,27063639,2260,26128525,0,7415,2075,-976866,7415,601460416,7415,569764141,144590284,9915,2450,-1746037,9825,628524055,9675,595892666,144590284
217,2222,NSW,1790,185,-100179,1705,19171937,1630,18439745,0,5535,940,-2627268,5535,340757894,5535,326606494,67081593,7325,1125,-2727447,7240,359929831,7170,345046239,67081593
218,2223,NSW,2950,375,-378507,2860,30446217,2715,29576860,0,9830,1990,-4059716,9830,746826672,9830,714633746,172347767,12780,2365,-4438223,12690,777272889,12545,744210606,172347767
219,2224,NSW,2285,335,-1351833,2220,25741101,2075,23763870,0,6180,1485,-1795938,6180,504965634,6180,477823898,121898978,8465,1820,-3147771,8395,530706735,8250,501587768,121898978
220,2225,NSW,755,100,4124,735,8115606,705,7678340,0,2560,550,-3629924,2560,213333825,2560,203510977,51931435,3315,650,-3625800,3295,221449431,3265,211189317,51931435
221,2226,NSW,1655,185,-763404,1605,17949670,1540,17210713,0,5900,1075,-5264199,5900,437185620,5900,417787860,98124635,7550,1260,-6027603,7500,455135290,7440,434998573,98124635
222,2227,NSW,2025,235,-724393,1995,21835745,1910,20809203,0,6685,1280,-8316512,6685,495553149,6685,471788580,110746170,8710,1515,-9040905,8680,517388894,8595,492597783,110746170
223,2228,NSW,2590,275,-1441800,2510,29533171,2390,27767269,0,8315,1485,-5410654,8315,578744471,8315,550183944,125158845,10905,1760,-6852454,10825,608277642,10705,577951213,125158845
224,2229,NSW,4145,520,-1191475,4045,46301926,3820,44278602,0,13465,2705,-10266241,13465,1070687855,13465,1016810914,253035116,17610,3230,-11457716,17510,1116989781,17290,1061089516,253035116
225,2230,NSW,3875,545,-1903705,3805,44649546,3580,42390005,0,14490,2930,-9975058,14490,1208766955,14490,1141382650,294415049,18365,3470,-11878763,18290,1253416501,18065,1183772655,294415049
226,2231,NSW,270,35,-206880,255,2611592,245,2643841,0,1000,150,-655353,1000,65268002,1000,62245479,13461402,1270,185,-862233,1255,67879594,1245,64889320,13461402
227,2232,NSW,4325,475,-1263342,4215,47298951,4040,45148542,0,14965,2490,-14348283,14965,1009868093,14965,963634476,210697542,19295,2965,-15611625,19180,1057167044,19005,1008783018,210697542
228,2233,NSW,4085,420,-1429613,3995,44282641,3850,42374904,0,14335,2265,-12840175,14335,934826653,14335,892801414,190188490,18425,2685,-14269788,18330,979109294,18185,935176318,190188490
229,2234,NSW,4385,575,-3809811,4255,41195185,3995,41335013,0,15960,3470,-20100163,15960,1161142106,15960,1105788253,257339368,20350,4045,-23909974,20215,1202337291,19960,1147123266,257339368
230,2250,NSW,10015,825,-1685135,9600,111725119,9200,106540878,0,27720,3510,-15409082,27720,1701491305,27720,1620333399,335002418,37740,4335,-17094217,37320,1813216424,36920,1726874277,335002418
231,2251,NSW,5330,530,-584567,5190,60343363,4960,57844889,0,12925,2005,-8033534,12925,814851508,12925,774650001,162746904,18260,2535,-8618101,18115,875194871,17885,832494890,162746904
232,2256,NSW,2250,235,79815,2155,26896648,2085,25808453,0,5335,810,-1595047,5335,316026554,5335,301639593,60297854,7585,1045,-1515232,7490,342923202,7415,327448046,60297854
233,2257,NSW,4440,475,-678609,4265,50194220,4100,48758674,0,10210,1485,-3849222,10210,587391976,10210,559051121,108226697,14650,1960,-4527831,14475,637586196,14310,607809795,108226697
234,2258,NSW,790,95,-212845,770,8489258,730,7940337,0,2250,365,-1178168,2250,142249781,2250,135573368,28739933,3040,455,-1391013,3020,150739039,2980,143513705,28739933
235,2259,NSW,7765,705,-988302,7390,85717492,7080,82247311,0,20010,2775,-12072012,20010,1145886239,20010,1089014568,210975814,27770,3480,-13060314,27400,1231603731,27090,1171261879,210975814
236,2260,NSW,3605,440,-1435470,3535,40532312,3335,37932600,0,10055,1905,-8337555,10055,699037904,10055,661013961,149307537,13660,2345,-9773025,13590,739570216,13390,698946561,149307537
237,2261,NSW,7815,680,-7865,7425,90311246,7155,85453748,0,20545,2670,-9357846,20545,1124841983,20545,1066576938,198017127,28360,3350,-9365711,27970,1215153229,27700,1152030686,198017127
238,2262,NSW,2575,155,-194424,2385,28572327,2325,27443686,0,6815,645,-2798186,6815,361012284,6815,342982477,61635792,9390,800,-2992610,9205,389584611,9140,370426163,61635792
239,2263,NSW,3155,240,-252189,3005,37167610,2915,35560785,0,7300,940,-3127386,7300,387647490,7300,368821591,66069974,10455,1180,-3379575,10305,424815100,10215,404382376,66069974
240,2264,NSW,2175,225,-633663,2110,23793395,2020,23186285,0,4750,760,-2751184,4750,273430291,4750,261061557,50499913,6925,980,-3384847,6860,297223686,6770,284247842,50499913
241,2265,NSW,805,80,-193658,780,8934163,740,8635226,0,1815,320,-1101983,1815,107832735,1815,102821805,20359480,2620,400,-1295641,2595,116766898,2555,111457031,20359480
242,2267,NSW,475,65,6450,460,5129211,445,4827454,0,1100,205,-556142,1100,73606956,1100,69592817,15204338,1575,275,-549692,1560,78736167,1540,74420271,15204338
243,2278,NSW,315,20,-1641,300,3301830,290,3135292,0,1195,145,-536641,1195,68431970,1195,65599811,12596303,1505,160,-538282,1490,71733800,1480,68735103,12596303
244,2280,NSW,3975,340,-366547,3850,41105892,3730,39296947,0,11095,1765,-5316770,11095,736406843,11095,704456746,154036563,15065,2100,-5683317,14945,777512735,14825,743753693,154036563
245,2281,NSW,2080,180,-248358,1990,21606742,1940,20617690,0,5020,715,-2251398,5020,304661956,5020,290064161,58667513,7100,895,-2499756,7010,326268698,6960,310681851,58667513
246,2282,NSW,2390,260,-630465,2340,25247194,2235,23540068,0,6670,1260,-6207864,6670,461149172,6670,439791528,98252022,9060,1520,-6838329,9010,486396366,8905,463331596,98252022
247,2283,NSW,3745,380,-515030,3535,39743791,3410,38324315,0,9120,1495,-3903273,9120,593920967,9120,567232186,122516843,12865,1870,-4418303,12655,633664758,12530,605556501,122516843
248,2284,NSW,1500,150,-23028,1430,16197384,1385,15539277,0,4145,585,-1833048,4145,250521168,4145,239137807,48368192,5645,735,-1856076,5575,266718552,5530,254677084,48368192
249,2285,NSW,3495,210,-510849,3365,37605628,3270,35939895,0,11990,1265,-5329703,11990,715001904,11990,684914902,136945693,15485,1475,-5840552,15355,752607532,15260,720854797,136945693
250,2286,NSW,420,30,-29418,400,4575258,390,4365817,0,1515,160,-665523,1515,86698067,1515,82831484,15976075,1935,190,-694941,1915,91273325,1905,87197301,15976075
251,2287,NSW,4455,305,-761384,4265,46424034,4140,44594775,0,14110,1705,-6106370,14110,842516207,14110,807507936,161514173,18565,2005,-6867754,18375,888940241,18255,852102711,161514173
252,2289,NSW,2930,275,-243849,2850,30709854,2760,29516054,0,8380,1395,-4297177,8380,540099573,8380,516708243,109842446,11305,1665,-4541026,11225,570809427,11135,546224297,109842446
253,2290,NSW,4745,415,-748380,4600,49931123,4440,47187493,0,14280,2075,-7752986,14280,923973272,14280,882523121,190803986,19025,2490,-8501366,18880,973904395,18720,929710614,190803986
254,2291,NSW,1975,255,-837656,1945,21627494,1840,19792752,0,6795,1545,-6519213,6795,574683365,6795,546523716,141910849,8770,1800,-7356869,8740,596310859,8640,566316468,141910849
255,2292,NSW,240,15,10893,230,2835124,230,2671594,0,1120,130,-541031,1120,64952741,1120,61694272,12070613,1360,145,-530138,1350,67787865,1350,64365866,12070613
256,2293,NSW,280,25,-54537,270,3067224,255,3048162,0,1175,160,-1090881,1175,75045810,1175,71173723,15169033,1455,185,-1145418,1450,78113034,1435,74221885,15169033
257,2294,NSW,240,15,-7055,220,2615809,215,2532640,0,845,105,-545238,845,50571472,845,47875009,9512241,1085,120,-552293,1065,53187281,1060,50407649,9512241
